"","county","totalcountconfirmed","totalcountdeaths","newcountconfirmed","newcountdeaths","date","PopDensity","Poverty_Estimate","Poverty_Percent","Median_Household_Income","State","Pop_Estimate","Rural_urban_Continuum_Code_2013","Urban_Influence_Code_2013","Total_age65plus","PopDensity_per_square_mile_of_land_area","HouseDensity.per.square.mile.of.land.area","ICU_Beds","elder_ratio","new_casesrate","PopCode"
"10116","Orange",121681,1734,3314,3,"2020-12-18",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,10.4018621655961,"1"
"10117","Orange",125574,1760,3893,26,"2020-12-19",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,12.2192062192715,"1"
"10118","Orange",128780,1775,3206,15,"2020-12-20",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,10.0628757099883,"1"
"10119","Orange",130444,1777,1664,2,"2020-12-21",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,5.22290242714302,"1"
"10120","Orange",134850,1779,4406,2,"2020-12-22",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,13.8293918834087,"1"
"10121","Orange",138050,1781,3200,2,"2020-12-23",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,10.0440431291212,"1"
"10122","Orange",141205,1782,3155,1,"2020-12-24",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,9.90279877261793,"1"
"10123","Orange",144542,1782,3337,0,"2020-12-25",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,10.4740537255867,"1"
"10124","Orange",147304,1845,2762,63,"2020-12-26",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.66926472582273,"1"
"10125","Orange",149276,1846,1972,1,"2020-12-27",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,6.18964157832094,"1"
"10126","Orange",47007,975,311,19,"2020-08-29",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.976155441611466,"1"
"10127","Orange",47283,979,276,4,"2020-08-30",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.866298719886703,"1"
"10128","Orange",47392,980,109,1,"2020-08-31",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.342125219085691,"1"
"10129","Orange",47671,988,279,8,"2020-09-01",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.875715010320254,"1"
"10130","Orange",47871,1007,200,19,"2020-09-02",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.627752695570075,"1"
"10131","Orange",48226,1018,355,11,"2020-09-03",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.11426103463688,"1"
"10132","Orange",48488,1042,262,24,"2020-09-04",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.822356031196798,"1"
"10133","Orange",48726,1051,238,9,"2020-09-05",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.747025707728389,"1"
"10134","Orange",48931,1053,205,2,"2020-09-06",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.643446512959327,"1"
"10135","Orange",49132,1053,201,0,"2020-09-07",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.630891459047925,"1"
"10136","Orange",49214,1056,82,3,"2020-09-08",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.257378605183731,"1"
"10137","Orange",49394,1065,180,9,"2020-09-09",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.564977426013067,"1"
"10138","Orange",49617,1069,223,4,"2020-09-10",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.699944255560633,"1"
"10139","Orange",49755,1081,138,12,"2020-09-11",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.433149359943352,"1"
"10140","Orange",49895,1093,140,12,"2020-09-12",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.439426886899052,"1"
"10141","Orange",50061,1093,166,0,"2020-09-13",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.521034737323162,"1"
"10142","Orange",50149,1093,88,0,"2020-09-14",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.276211186050833,"1"
"10143","Orange",50294,1105,145,12,"2020-09-15",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.455120704288304,"1"
"10144","Orange",50414,1111,120,6,"2020-09-16",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.376651617342045,"1"
"10145","Orange",50537,1115,123,4,"2020-09-17",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.386067907775596,"1"
"10146","Orange",50733,1123,196,8,"2020-09-18",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.615197641658673,"1"
"10147","Orange",50999,1127,266,4,"2020-09-19",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.834911085108199,"1"
"10148","Orange",51233,1128,234,1,"2020-09-20",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.734470653816987,"1"
"10149","Orange",51363,1128,130,0,"2020-09-21",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.408039252120549,"1"
"10150","Orange",51528,1150,165,22,"2020-09-22",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.517895973845312,"1"
"10151","Orange",220384,2547,1517,1,"2021-01-22",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.76150419589902,"1"
"10152","Orange",221722,2625,1338,78,"2021-01-23",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.1996655333638,"1"
"10153","Orange",223853,2638,2131,13,"2021-01-24",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,6.68870497129915,"1"
"10154","Orange",225105,2704,1252,66,"2021-01-25",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.92973187426867,"1"
"10155","Orange",225987,2768,882,64,"2021-01-26",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.76838938746403,"1"
"10156","Orange",227110,2839,1123,71,"2021-01-27",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.52483138562597,"1"
"10157","Orange",228636,2868,1526,29,"2021-01-28",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.78975306719967,"1"
"10158","Orange",229917,2975,1281,107,"2021-01-29",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.02075601512633,"1"
"10159","Orange",231358,3018,1441,43,"2021-01-30",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.52295817158239,"1"
"10160","Orange",232347,3062,989,44,"2021-01-31",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.10423707959402,"1"
"10161","Orange",233155,3109,808,47,"2021-02-01",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.5361208901031,"1"
"10162","Orange",233783,3162,628,53,"2021-02-02",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.97114346409003,"1"
"10163","Orange",234738,3199,955,37,"2021-02-03",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.99751912134711,"1"
"10164","Orange",235677,3249,939,50,"2021-02-04",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.9472989057015,"1"
"10165","Orange",236335,3279,658,30,"2021-02-05",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.06530636842555,"1"
"10166","Orange",237391,3312,1056,33,"2021-02-06",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.31453423260999,"1"
"10167","Orange",238155,3358,764,46,"2021-02-07",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.39801529707769,"1"
"10168","Orange",238715,3383,560,25,"2021-02-08",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.75770754759621,"1"
"10169","Orange",239169,3416,454,33,"2021-02-09",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.42499861894407,"1"
"10170","Orange",239974,3451,805,35,"2021-02-10",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.52670459966955,"1"
"10171","Orange",240590,3493,616,42,"2021-02-11",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.93347830235583,"1"
"10172","Orange",241075,3493,485,0,"2021-02-12",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.52230028675743,"1"
"10173","Orange",241545,3544,470,51,"2021-02-13",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.47521883458968,"1"
"10174","Orange",241859,3577,314,33,"2021-02-14",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.985571732045017,"1"
"10175","Orange",242176,3577,317,0,"2021-02-15",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.994988022478569,"1"
"10176","Orange",242382,3617,206,40,"2021-02-16",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.646585276437177,"1"
"10177","Orange",242716,3644,334,27,"2021-02-17",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.04834700160202,"1"
"10178","Orange",243098,3685,382,41,"2021-02-18",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.19900764853884,"1"
"10179","Orange",243397,3726,299,41,"2021-02-19",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.938490279877262,"1"
"10180","Orange",243761,3770,364,44,"2021-02-20",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.14250990593754,"1"
"10181","Orange",243985,3810,224,40,"2021-02-21",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.703083019038484,"1"
"10182","Orange",244118,3848,133,38,"2021-02-22",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.4174555425541,"1"
"10183","Orange",201158,2179,2898,31,"2021-01-13",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,9.09613655881038,"1"
"10184","Orange",204442,2195,3284,16,"2021-01-14",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,10.3076992612606,"1"
"10185","Orange",207129,2277,2687,82,"2021-01-15",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.43385746498396,"1"
"10186","Orange",210111,2320,2982,43,"2021-01-16",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,9.35979269094982,"1"
"10187","Orange",212389,2367,2278,47,"2021-01-17",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,7.15010320254315,"1"
"10188","Orange",213866,2367,1477,0,"2021-01-18",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.635953656785,"1"
"10189","Orange",215244,2477,1378,110,"2021-01-19",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.32521607247782,"1"
"10190","Orange",216893,2508,1649,31,"2021-01-20",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,5.17582097497527,"1"
"10191","Orange",218867,2546,1974,38,"2021-01-21",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,6.19591910527664,"1"
"10192","Orange",65396,1526,388,0,"2020-11-16",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.21784022940594,"1"
"10193","Orange",65757,1526,361,0,"2020-11-17",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.13309361550399,"1"
"10194","Orange",66381,1528,624,2,"2020-11-18",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.95858841017863,"1"
"10195","Orange",66998,1537,617,9,"2020-11-19",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.93661706583368,"1"
"10196","Orange",68212,1540,1214,3,"2020-11-20",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.81045886211035,"1"
"10197","Orange",69021,1551,809,11,"2020-11-21",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.53925965358095,"1"
"10198","Orange",62335,1509,301,0,"2020-11-09",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.944767806832963,"1"
"10199","Orange",62597,1512,262,3,"2020-11-10",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.822356031196798,"1"
"10200","Orange",62929,1514,332,2,"2020-11-11",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.04206947464632,"1"
"10201","Orange",63232,1520,303,6,"2020-11-12",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,0.951045333788663,"1"
"10202","Orange",63804,1522,572,2,"2020-11-13",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.79537270933041,"1"
"10203","Orange",64340,1524,536,2,"2020-11-14",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,1.6823772241278,"1"
"10204","Orange",65008,1526,668,2,"2020-11-15",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.09669400320405,"1"
"10205","Orange",78057,1577,1175,0,"2020-11-29",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.68804708647419,"1"
"10206","Orange",78711,1577,654,0,"2020-11-30",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.05275131451414,"1"
"10207","Orange",79468,1577,757,0,"2020-12-01",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.37604395273273,"1"
"10208","Orange",81046,1578,1578,1,"2020-12-02",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.95296876804789,"1"
"10209","Orange",198260,2148,1920,28,"2021-01-12",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,6.02642587747272,"1"
"10210","Orange",156611,1874,2200,27,"2020-12-30",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,6.90527965127082,"1"
"10211","Orange",69913,1554,892,3,"2020-11-22",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.79977702224253,"1"
"10212","Orange",71074,1554,1161,0,"2020-11-23",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.64410439778428,"1"
"10213","Orange",71975,1556,901,2,"2020-11-24",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.82802589354319,"1"
"10214","Orange",73014,1559,1039,3,"2020-11-25",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.26117525348654,"1"
"10215","Orange",74264,1559,1250,0,"2020-11-26",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,3.92345434731297,"1"
"10216","Orange",75151,1577,887,18,"2020-11-27",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,2.78408320485328,"1"
"10217","Orange",76882,1577,1731,0,"2020-11-28",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,5.433199580159,"1"
"10218","Orange",181922,1972,4236,29,"2021-01-07",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,13.2958020921742,"1"
"10219","Orange",186608,1998,4686,26,"2021-01-08",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,14.7082456572069,"1"
"10220","Orange",191004,2041,4396,43,"2021-01-09",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,13.7980042486302,"1"
"10221","Orange",152089,1846,2813,0,"2020-12-28",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.8293416631931,"1"
"10222","Orange",154411,1847,2322,1,"2020-12-29",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,7.28820879556857,"1"
"10223","Orange",169874,1901,1417,0,"2021-01-03",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,4.44762784811398,"1"
"10224","Orange",161586,1875,4975,1,"2020-12-31",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,15.6153483023056,"1"
"10225","Orange",165440,1875,3854,0,"2021-01-01",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,12.0967944436353,"1"
"10226","Orange",168457,1901,3017,26,"2021-01-02",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,9.46964941267458,"1"
"10227","Orange",196340,2120,2574,29,"2021-01-11",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.07917719198686,"1"
"10228","Orange",172458,1926,2584,25,"2021-01-04",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.11056482676537,"1"
"10229","Orange",174869,1926,2411,0,"2021-01-05",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,7.56755874509725,"1"
"10230","Orange",177686,1943,2817,17,"2021-01-06",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.8418967171045,"1"
"10231","Orange",193766,2091,2762,50,"2021-01-10",1541.02667,297658,9.5,95761,"CA",3185968,"1","1",470387,3807.7,1326.8,651,0.14764335360556,8.66926472582273,"1"
"10232","Placer",87,2,11,0,"2020-04-04",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.279792139875721,"1"
"10233","Placer",107,4,5,0,"2020-04-09",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.127178245398055,"1"
"10234","Placer",112,7,5,3,"2020-04-10",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.127178245398055,"1"
"10235","Placer",102,4,8,1,"2020-04-08",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.203485192636888,"1"
"10236","Placer",76,2,4,0,"2020-04-03",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.101742596318444,"1"
"10237","Placer",86,3,-1,1,"2020-04-05",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,-0.025435649079611,"1"
"10238","Placer",90,3,4,0,"2020-04-06",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.101742596318444,"1"
"10239","Placer",94,3,4,0,"2020-04-07",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.101742596318444,"1"
"10240","Placer",30,1,8,0,"2020-03-25",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.203485192636888,"1"
"10241","Placer",34,1,4,0,"2020-03-26",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.101742596318444,"1"
"10242","Placer",33,1,-1,0,"2020-03-27",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,-0.025435649079611,"1"
"10243","Placer",35,1,2,0,"2020-03-28",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.0508712981592221,"1"
"10244","Placer",35,2,0,1,"2020-03-29",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0,"1"
"10245","Placer",44,2,9,0,"2020-03-30",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.228920841716499,"1"
"10246","Placer",49,2,5,0,"2020-03-31",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.127178245398055,"1"
"10247","Placer",52,2,3,0,"2020-04-01",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.0763069472388331,"1"
"10248","Placer",72,2,20,0,"2020-04-02",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.508712981592221,"1"
"10249","Placer",129,8,6,1,"2020-04-16",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.152613894477666,"1"
"10250","Placer",15919,161,140,2,"2021-01-11",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,3.56099087114555,"1"
"10251","Placer",16087,160,168,-1,"2021-01-12",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,4.27318904537465,"1"
"10252","Placer",16272,170,185,10,"2021-01-13",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,4.70559507972804,"1"
"10253","Placer",16488,172,216,2,"2021-01-14",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,5.49410020119598,"1"
"10254","Placer",16712,173,224,1,"2021-01-15",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,5.69758539383287,"1"
"10255","Placer",16995,173,283,0,"2021-01-16",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,7.19828868952992,"1"
"10256","Placer",17194,173,199,0,"2021-01-17",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,5.0616941668426,"1"
"10257","Placer",113,7,1,0,"2020-04-11",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.025435649079611,"1"
"10258","Placer",114,7,1,0,"2020-04-12",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.025435649079611,"1"
"10259","Placer",116,7,2,0,"2020-04-13",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.0508712981592221,"1"
"10260","Placer",117,7,1,0,"2020-04-14",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.025435649079611,"1"
"10261","Placer",123,7,6,0,"2020-04-15",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,0.152613894477666,"1"
"10262","Placer",18756,206,45,0,"2021-02-05",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.1446042085825,"1"
"10263","Placer",18836,206,80,0,"2021-02-06",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,2.03485192636888,"1"
"10264","Placer",18903,206,67,0,"2021-02-07",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.70418848833394,"1"
"10265","Placer",18944,214,41,8,"2021-02-08",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.04286161226405,"1"
"10266","Placer",19008,216,64,2,"2021-02-09",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.62788154109511,"1"
"10267","Placer",19062,217,54,1,"2021-02-10",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.373525050299,"1"
"10268","Placer",19118,222,56,5,"2021-02-11",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.42439634845822,"1"
"10269","Placer",19174,222,56,0,"2021-02-12",104.2928314,26170,6.6,97688,"CA",393149,"1","1",76906,247.6,108.5,70,0.195615402811657,1.42439634845822,"1"
